Protein,Regressor,Case,Normalization,Train/Test,MAPE,NRMSE,Pearson,R2,RMSE,Spearman,Pearson Improvement,Spearman Improvement
CCND1,Mean,selfmRNA_CNA_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Polynomial,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Polynomial,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Polynomial,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Polynomial,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Polynomial,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Polynomial,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_Polynomial,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_Polynomial,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,RandomForests,AllInteractionPartners_Mutations,MinMax,Train,464.7710686,0.123731211,0.579065782,0.284058809,0.201417541,0.562008474,0.176104229,0.167049367
CCND1,RandomForests,AllInteractionPartners_Mutations,MinMax,Test,489.2711522,0.160943301,0.392825903,0.144649579,0.219291546,0.401426606,-0.027486349,0.004214758
CCND1,RandomForests,AllInteractionPartners_Mutations,TMM,Train,575.6599352,0.136961964,0.436595382,0.122785883,0.222965883,0.380697205,,
CCND1,RandomForests,AllInteractionPartners_Mutations,TMM,Test,607.1028302,0.170909877,0.212829496,0.03345731,0.233147539,0.173587899,,
CCND1,RandomForests,AllInteractionPartners_Mutations,UN,Train,464.7810856,0.123728681,0.579121386,0.284088513,0.201413523,0.562004775,0.176159832,0.167045668
CCND1,RandomForests,AllInteractionPartners_Mutations,UN,Test,489.2511094,0.160947625,0.392745225,0.144603065,0.219298314,0.401407653,-0.027567028,0.004195806
CCND1,RandomForests,AllInteractionPartners_Mutations,ZScore,Train,464.7810856,0.123728681,0.579121386,0.284088513,0.201413523,0.562004775,0.176159832,0.167045668
CCND1,RandomForests,AllInteractionPartners_Mutations,ZScore,Test,489.2511094,0.160947625,0.392745225,0.144603065,0.219298314,0.401407653,-0.027567028,0.004195806
CCND1,RandomForests,AllmRNA_Mutations,MinMax,Train,448.5791407,0.121702761,0.632275981,0.307364275,0.198115116,0.614838818,0.229314428,0.21987971
CCND1,RandomForests,AllmRNA_Mutations,MinMax,Test,489.2660829,0.162822064,0.384009219,0.125287213,0.221566322,0.382441178,-0.036303034,-0.01477067
CCND1,RandomForests,AllmRNA_Mutations,TMM,Train,547.9649531,0.132354885,0.579803062,0.180676399,0.215459024,0.534308105,,
CCND1,RandomForests,AllmRNA_Mutations,TMM,Test,580.4167439,0.170671313,0.204566003,0.035893959,0.232763776,0.2060827,,
CCND1,RandomForests,AllmRNA_Mutations,UN,Train,448.5791407,0.121702761,0.632275981,0.307364275,0.198115116,0.614838818,0.229314428,0.21987971
CCND1,RandomForests,AllmRNA_Mutations,UN,Test,489.2660829,0.162822064,0.384009219,0.125287213,0.221566322,0.382441178,-0.036303034,-0.01477067
CCND1,RandomForests,AllmRNA_Mutations,ZScore,Train,448.4704558,0.121688223,0.632425927,0.307537706,0.19808952,0.614843239,0.229464373,0.219884132
CCND1,RandomForests,AllmRNA_Mutations,ZScore,Test,490.8627078,0.162845705,0.383167295,0.124849296,0.22164058,0.384007113,-0.037144957,-0.013204734
CCND1,RandomForests,NMostVariableGenes_Mutations,MinMax,Train,451.7689464,0.123718329,0.580574249,0.284190974,0.201393531,0.562851144,0.177612695,0.167892037
CCND1,RandomForests,NMostVariableGenes_Mutations,MinMax,Test,471.5581618,0.160808128,0.398906085,0.146148833,0.218979176,0.396206517,-0.021406167,-0.00100533
CCND1,RandomForests,NMostVariableGenes_Mutations,TMM,Train,542.1919761,0.134558226,0.521467943,0.153178993,0.219056307,0.536659924,,
CCND1,RandomForests,NMostVariableGenes_Mutations,TMM,Test,582.4567521,0.17042305,0.211297112,0.03876186,0.232348998,0.201970657,,
CCND1,RandomForests,NMostVariableGenes_Mutations,UN,Train,458.7055355,0.123662679,0.580456042,0.284856813,0.201307391,0.564769689,0.177494489,0.169810581
CCND1,RandomForests,NMostVariableGenes_Mutations,UN,Test,477.8011822,0.16153374,0.385711025,0.138703979,0.219986529,0.390141714,-0.034601228,-0.007070134
CCND1,RandomForests,NMostVariableGenes_Mutations,ZScore,Train,462.5098893,0.125336299,0.552175682,0.265390935,0.204021007,0.547810409,0.149214128,0.152851301
CCND1,RandomForests,NMostVariableGenes_Mutations,ZScore,Test,478.0341119,0.160468354,0.399825037,0.15045649,0.218432027,0.413767831,-0.020487216,0.016555984
CCND1,RandomForests,NRandomGenes_Mutations,MinMax,Train,457.1339559,0.124049076,0.574825783,0.28029626,0.201932651,0.557324531,0.17186423,0.162365423
CCND1,RandomForests,NRandomGenes_Mutations,MinMax,Test,474.0641363,0.160942853,0.394395496,0.145714558,0.219018196,0.403031415,-0.025916756,0.005819568
CCND1,RandomForests,NRandomGenes_Mutations,TMM,Train,559.0028061,0.13610761,0.489828478,0.1333774,0.221591882,0.437012673,,
CCND1,RandomForests,NRandomGenes_Mutations,TMM,Test,576.3975066,0.171365265,0.184714767,0.027388195,0.233701133,0.201505793,,
CCND1,RandomForests,NRandomGenes_Mutations,UN,Train,457.9221361,0.123708744,0.579533699,0.284282095,0.201384196,0.565665262,0.176572146,0.170706154
CCND1,RandomForests,NRandomGenes_Mutations,UN,Test,475.6392792,0.160521365,0.399721074,0.148888803,0.218737251,0.418779477,-0.020591178,0.02156763
CCND1,RandomForests,NRandomGenes_Mutations,ZScore,Train,454.3532206,0.123920379,0.577008542,0.281849558,0.2017228,0.564617825,0.174046988,0.169658718
CCND1,RandomForests,NRandomGenes_Mutations,ZScore,Test,470.3456371,0.161244174,0.389411892,0.141799712,0.219596108,0.399098038,-0.03090036,0.00188619
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,MinMax,Train,450.9462,0.123641683,0.582154581,0.285088597,0.20126702,0.565574663,0.179193027,0.170615555
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,MinMax,Test,464.3703779,0.16112116,0.396196673,0.143034036,0.219391962,0.397448201,-0.024115579,0.000236353
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,TMM,Train,556.1056142,0.13392742,0.527687026,0.161066692,0.218027658,0.539511051,,
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,TMM,Test,583.027946,0.169549652,0.239364241,0.04880537,0.231144394,0.231346217,,
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,UN,Train,458.640336,0.123626426,0.582127444,0.285298904,0.201245573,0.565966573,0.17916589,0.171007465
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,UN,Test,474.2133521,0.16171721,0.383717706,0.136796309,0.220224074,0.387958028,-0.036594547,-0.009253819
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,ZScore,Train,463.0574303,0.125084664,0.556814347,0.268321529,0.203615978,0.557205779,0.153852793,0.162246671
CCND1,RandomForests,ThousandMostVariableGenes_Mutations,ZScore,Test,476.7546457,0.160528623,0.398305799,0.149673215,0.218559214,0.411476012,-0.022006454,0.014264165
CCND1,RandomForests,Top100InteractionPartners_Mutations,MinMax,Train,448.8709719,0.125112378,0.549593189,0.267992966,0.203660277,0.518642479,0.146631635,0.123683371
CCND1,RandomForests,Top100InteractionPartners_Mutations,MinMax,Test,474.5168546,0.159368634,0.410089992,0.161694582,0.216938925,0.411493449,-0.010222261,0.014281601
CCND1,RandomForests,Top100InteractionPartners_Mutations,TMM,Train,599.8634923,0.143842727,0.217161856,0.032310107,0.234170538,0.142758286,,
CCND1,RandomForests,Top100InteractionPartners_Mutations,TMM,Test,589.4613385,0.17436328,0.024086992,-0.006373734,0.237877604,0.093387713,,
CCND1,RandomForests,Top100InteractionPartners_Mutations,UN,Train,448.8709719,0.125112378,0.549593189,0.267992966,0.203660277,0.518642479,0.146631635,0.123683371
CCND1,RandomForests,Top100InteractionPartners_Mutations,UN,Test,474.5168546,0.159368634,0.410089992,0.161694582,0.216938925,0.411493449,-0.010222261,0.014281601
CCND1,RandomForests,Top100InteractionPartners_Mutations,ZScore,Train,448.8709719,0.125112378,0.549593189,0.267992966,0.203660277,0.518642479,0.146631635,0.123683371
CCND1,RandomForests,Top100InteractionPartners_Mutations,ZScore,Test,474.5168546,0.159368634,0.410089992,0.161694582,0.216938925,0.411493449,-0.010222261,0.014281601
CCND1,RandomForests,selfmRNA,MinMax,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA,MinMax,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA,TMM,Train,593.5589143,0.146225551,,-2.86E-05,0.238047471,,,
CCND1,RandomForests,selfmRNA,TMM,Test,588.668507,0.173946502,,-0.001801675,0.237235379,,,
CCND1,RandomForests,selfmRNA,UN,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA,UN,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA,ZScore,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA,ZScore,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA_CNA_Mutations,MinMax,Train,476.8016492,0.128444643,0.483267127,0.228577754,0.209078122,0.425022748,0.080305573,0.030063641
CCND1,RandomForests,selfmRNA_CNA_Mutations,MinMax,Test,480.9314648,0.158047488,0.423509808,0.177148121,0.214853409,0.396794935,0.003197555,-0.000416913
CCND1,RandomForests,selfmRNA_CNA_Mutations,TMM,Train,607.3674633,0.14493358,0.132212768,0.017631052,0.235939454,0.144306049,,
CCND1,RandomForests,selfmRNA_CNA_Mutations,TMM,Test,598.9006853,0.172780351,0.129027178,0.012812104,0.235503585,0.138260161,,
CCND1,RandomForests,selfmRNA_CNA_Mutations,UN,Train,476.8016492,0.128444643,0.483267127,0.228577754,0.209078122,0.425022748,0.080305573,0.030063641
CCND1,RandomForests,selfmRNA_CNA_Mutations,UN,Test,480.9329194,0.158047864,0.423503947,0.177143631,0.214854005,0.396794935,0.003191694,-0.000416913
CCND1,RandomForests,selfmRNA_CNA_Mutations,ZScore,Train,476.8016492,0.128444643,0.483267127,0.228577754,0.209078122,0.425022748,0.080305573,0.030063641
CCND1,RandomForests,selfmRNA_CNA_Mutations,ZScore,Test,480.9314648,0.158047488,0.423509808,0.177148121,0.214853409,0.396794935,0.003197555,-0.000416913
CCND1,RandomForests,selfmRNA_Mutations,MinMax,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA_Mutations,MinMax,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA_Mutations,TMM,Train,592.531448,0.146159524,,0.000875852,0.237940651,,,
CCND1,RandomForests,selfmRNA_Mutations,TMM,Test,587.6791921,0.173946308,,-0.001794765,0.237234044,,,
CCND1,RandomForests,selfmRNA_Mutations,UN,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA_Mutations,UN,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA_Mutations,ZScore,Train,477.257146,0.12861756,0.480158939,0.226529731,0.209355863,0.41870015,0.077197385,0.023741042
CCND1,RandomForests,selfmRNA_Mutations,ZScore,Test,479.4220826,0.158177918,0.422353898,0.17589016,0.215020727,0.402269646,0.002041645,0.005057799
CCND1,RandomForests,selfmRNA_Polynomial,MinMax,Train,477.4978601,0.128626064,0.480043872,0.226428967,0.209369275,0.41868939,0.077082319,0.023730282
CCND1,RandomForests,selfmRNA_Polynomial,MinMax,Test,479.4261485,0.158178857,0.42235544,0.175882458,0.215021781,0.402267553,0.002043187,0.005055705
CCND1,RandomForests,selfmRNA_Polynomial,TMM,Train,593.5589143,0.146225551,,-2.86E-05,0.238047471,,,
CCND1,RandomForests,selfmRNA_Polynomial,TMM,Test,588.668507,0.173946502,,-0.001801675,0.237235379,,,
CCND1,RandomForests,selfmRNA_Polynomial,UN,Train,477.499567,0.12862631,0.480041938,0.226425919,0.209369686,0.418681522,0.077080384,0.023722414
CCND1,RandomForests,selfmRNA_Polynomial,UN,Test,479.4261485,0.158178857,0.42235544,0.175882458,0.215021781,0.402267553,0.002043187,0.005055705
CCND1,RandomForests,selfmRNA_Polynomial,ZScore,Train,477.2610199,0.128624308,0.480047206,0.226449349,0.209366423,0.418698154,0.077085653,0.023739046
CCND1,RandomForests,selfmRNA_Polynomial,ZScore,Test,479.4554795,0.158183571,0.422280102,0.175826181,0.215028776,0.402263136,0.001967849,0.005051289
CCND1,Zero,AllInteractionPartners_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllInteractionPartners_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllInteractionPartners_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllInteractionPartners_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllInteractionPartners_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllInteractionPartners_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllInteractionPartners_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllInteractionPartners_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllmRNA_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllmRNA_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllmRNA_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllmRNA_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllmRNA_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllmRNA_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,AllmRNA_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,AllmRNA_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NMostVariableGenes_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NMostVariableGenes_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NMostVariableGenes_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NMostVariableGenes_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NMostVariableGenes_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NMostVariableGenes_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NMostVariableGenes_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NMostVariableGenes_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NRandomGenes_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NRandomGenes_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NRandomGenes_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NRandomGenes_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NRandomGenes_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NRandomGenes_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,NRandomGenes_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,NRandomGenes_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,ThousandMostVariableGenes_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,Top100InteractionPartners_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,Top100InteractionPartners_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,Top100InteractionPartners_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,Top100InteractionPartners_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,Top100InteractionPartners_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,Top100InteractionPartners_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,Top100InteractionPartners_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,Top100InteractionPartners_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_CNA_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_CNA_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_CNA_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_CNA_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_CNA_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_CNA_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_CNA_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_CNA_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Mutations,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Mutations,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Mutations,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Mutations,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Mutations,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Mutations,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Mutations,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Mutations,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Polynomial,MinMax,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Polynomial,MinMax,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Polynomial,TMM,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Polynomial,TMM,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Polynomial,UN,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Polynomial,UN,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCND1,Zero,selfmRNA_Polynomial,ZScore,Train,100,0.177537645,,-0.474536022,0.288967069,,,
CCND1,Zero,selfmRNA_Polynomial,ZScore,Test,100,0.212649614,,-0.494555883,0.288578886,,,
CCNE1,ElasticNet,AllInteractionPartners_Mutations,MinMax,Train,77.32634397,0.1024236,0.677671843,0.37470285,0.39086907,0.594757776,-0.052344088,-0.118646453
